id,x,y,width,height,metadata,group1,group2
Medium_Land_2771,3180.62793,2614.819092,10.0005703,5.0006337,matrix(0.821375 -0.5703886 0.5703886 0.821375 -923.8562012 2284.5649414),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2772,3177.775879,2610.711914,10.0001078,5.0004077,matrix(0.8212708 -0.5705386 0.5705386 0.8212708 -922.0834351 2282.9541016),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2773,3174.425537,2605.172119,10.000391,5.0003314,matrix(0.8783232 -0.4780673 0.4780673 0.8783232 -859.7805176 1837.2727051),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2774,3172.035156,2600.780762,10.0004101,4.9998207,matrix(0.878292 -0.4781247 0.4781247 0.878292 -858.0220947 1835.859375),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2775,3127.157715,2643.386475,9.9995584,4.9996443,matrix(0.7689781 -0.6392752 0.6392752 0.7689781 -967.8522949 2613.5683594),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2776,3252.195313,2523.098877,10.0004244,5.0002375,matrix(0.0826121 -0.9965818 0.9965818 0.0826121 471.1459351 5563.015625),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2777,3262.145264,2533.699951,5.0003099,10.0004654,matrix(0.7069068 -0.7073067 0.7073067 0.7069068 -838.7943115 3053.1813965),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2778,3269.211182,2531.244385,9.9999628,5.0003495,matrix(0.746286 -0.6656254 0.6656254 0.746286 -855.8115234 2822.2443848),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2779,3265.882813,2527.513184,9.9999847,4.9999547,matrix(0.7462009 -0.6657208 0.6657208 0.7462009 -854.135376 2819.6098633),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2780,3262.554443,2523.782471,10.0001726,4.9994574,matrix(0.7462914 -0.6656194 0.6656194 0.7462914 -852.5357056 2815.887207),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2781,3253.020996,2513.132813,10,4.9999571,matrix(0.0824402 -0.996596 0.996596 0.0824402 482.3595886 5555.1743164),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2782,3221.134766,2591.846191,9.9998074,5.0004191,matrix(0.1210988 -0.9926404 0.9926404 0.1210988 260.2005005 5482.565918),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2783,3241.097412,2601.372315,10.0000858,5.0003467,matrix(0.8779424 -0.4787662 0.4787662 0.8779424 -850.4354248 1871.9442139),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2784,3369.31958,2543.557373,4.9992876,9.9999619,matrix(0.8682395 -0.4961454 0.4961454 0.8682395 -820.182251 2008.7120361),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2785,3359.438477,2538.496338,9.9996624,5.0012326,matrix(0.9189919 -0.3942764 0.3942764 0.9189919 -729.3084717 1532.3601074),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2786,3200.479492,2616.418945,10.0001059,5.0002232,matrix(0.9295185 -0.3687756 0.3687756 0.9295185 -739.866333 1366.6882324),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2787,3314.483643,2677.67749,9.999115,4.9990969,matrix(0.9998489 -0.0173822 0.0173822 0.9998489 -46.085968 58.1049843),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2788,3341.203613,2546.330078,9.9996758,4.9999623,matrix(0.9190364 -0.3941728 0.3941728 0.9190364 -733.7585449 1525.3447266),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2789,3350.248779,2542.440918,10.0002661,5.000948,matrix(0.9189349 -0.3944091 0.3944091 0.9189349 -731.7545776 1529.6463623),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2790,3240.938232,2612.553223,4.9999204,10.0000677,matrix(0.9994776 -0.0323186 0.0323186 0.9994776 -82.9014206 106.1908417),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2791,3230.943115,2612.875977,5.0003901,10.0003176,matrix(0.9994777 -0.0323154 0.0323154 0.9994777 -82.9089584 105.8572693),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2792,3245.935547,2612.391846,5.0008955,9.9998198,matrix(0.9994809 -0.0322168 0.0322168 0.9994809 -82.6377945 106.0129547),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2793,3235.940918,2612.7146,4.999907,10.0005674,matrix(0.9994801 -0.0322426 0.0322426 0.9994801 -82.7181396 105.7767181),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2794,3167.014648,2549.016113,4.999928,10.0000563,matrix(0.2929781 -0.9561191 0.9561191 0.2929781 -201.0276184 4836.1791992),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2795,3165.550537,2553.796631,4.9992628,9.9998169,matrix(0.2928135 -0.9561695 0.9561695 0.2928135 -206.2411957 4838.7392578),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2796,3260.429932,2559.951416,5.0008855,10.0002069,matrix(0.6434007 -0.7655296 0.7655296 0.6434007 -799.9874878 3412.529541),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2797,3263.647217,2556.123047,5.0002151,10.000185,matrix(0.6432644 -0.7656442 0.7656442 0.6432644 -795.7576294 3414.3508301),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2798,3266.86377,2552.294678,5.0001783,9.9999247,matrix(0.6431752 -0.7657191 0.7657191 0.6431752 -791.5791016 3415.920166),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2799,3270.080322,2548.466553,5.0001698,9.9997931,matrix(0.6434299 -0.7655051 0.7655051 0.6434299 -787.7870483 3415.666748),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2800,3083.33252,2323.290283,4.999927,9.9998131,matrix(0.0071218 -0.9999747 0.9999747 0.0071218 735.6246948 5397.4628906),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2801,3888.600098,2047.036133,5.0003204,10.000474,matrix(0.7308104 -0.6825805 0.6825805 0.7308104 -353.2363586 3208.3759766),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2802,3884.946289,2050.450195,5.0006051,10.0001564,matrix(0.7305311 -0.6828794 0.6828794 0.7305311 -356.0786743 3208.5373535),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2803,3855.920898,1985.715698,5.00143,10.0005112,matrix(0.9617785 -0.2738285 0.2738285 0.9617785 -397.6402283 1132.6337891),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2804,3851.113037,1987.084473,4.998754,10.0004301,matrix(0.9618216 -0.2736771 0.2736771 0.9618216 -398.0632629 1130.6998291),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2805,5041.720703,1596.02832,4.9992313,10.0001898,matrix(0.9901715 -0.1398586 0.1398586 0.9901715 -174.3403778 721.2131348),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2806,5057.702637,1628.667603,5.000546,10.0022879,matrix(0.1366915 -0.9906136 0.9906136 0.1366915 2750.1816406 6423.0664062),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2807,5058.387207,1623.7146,4.9993572,10.0021782,matrix(0.1367294 -0.9906085 0.9906085 0.1367294 2755.494873 6419.3793945),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2808,5059.071289,1618.76294,5.0001202,10.000247,matrix(0.1367322 -0.990608 0.990608 0.1367322 2760.9790039 6415.7758789),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2809,5046.67041,1595.328125,5.0005569,10.0010653,matrix(0.990116 -0.1402508 0.1402508 0.990116 -174.5413818 723.9677124),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2810,5076.151856,1604.749023,5.0005307,10.0005445,matrix(0.8770326 -0.4804308 0.4804308 0.8770326 -148.8647614 2637.887207),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2811,5071.766602,1607.153565,5.0011263,10.0000429,matrix(0.8766285 -0.4811678 0.4811678 0.8766285 -149.6964569 2640.4677734),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2812,5039.513184,1647.871582,10.000824,5.0005922,matrix(0.1941086 -0.98098 0.98098 0.1941086 2446.3481445 6278.5874023),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2813,5047.697266,1656.814575,10.0005827,4.9996176,matrix(0.1911813 -0.9815547 0.9815547 0.1911813 2458.0085449 6301.5839844),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2814,3206.573975,2388.171387,10.0003567,5.0004501,matrix(0.9784944 -0.2062735 0.2062735 0.9784944 -424.0652466 713.8754272),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2815,3137.733643,2362.25,10.0002871,5.0005531,matrix(0.5084363 -0.8610996 0.8610996 0.5084363 -491.4317322 3868.6323242),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2816,3214.275879,2326.657715,10.000638,5.0007205,matrix(0.6586264 -0.7524701 0.7524701 0.6586264 -653.6459351 3217.5222168),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2817,3218.039063,2329.951172,9.9999189,5.0003076,matrix(0.6584211 -0.7526498 0.7526498 0.6584211 -654.5967407 3222.5358887),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2818,3221.80249,2333.243897,9.9996138,5.0010839,matrix(0.6585796 -0.752511 0.752511 0.6585796 -655.977356 3225.6750488),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2819,3225.564941,2336.537842,10.0002108,4.9992118,matrix(0.6587114 -0.7523957 0.7523957 0.6587114 -657.3267822 3228.9499512),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2820,2964.103272,2511.705811,10.0006866,5.0005226,matrix(0.706467 -0.707746 0.707746 0.706467 -907.8894043 2839.373291),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2821,2967.642822,2515.238037,10.0001926,5.000308,matrix(0.7062363 -0.7079762 0.7079762 0.7062363 -909.2441406 2844.1806641),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2822,2971.183106,2518.769775,9.9996634,5.001617,matrix(0.7063667 -0.7078461 0.7078461 0.7063667 -910.7651367 2847.0085449),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2823,2974.722168,2522.303467,9.9999447,4.9987159,matrix(0.7065162 -0.7076969 0.7076969 0.7065162 -912.2949829 2849.7285156),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2824,4353.343262,2239.16919,10.000309,5.0012169,matrix(0.7837896 -0.6210264 0.6210264 0.7837896 -449.8171082 3191.3183594),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2825,4350.236816,2235.251221,10.0004377,4.9998798,matrix(0.7834957 -0.6213973 0.6213973 0.7834957 -447.6047058 3190.8149414),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2826,4347.131348,2231.332764,9.9994907,5.0001597,matrix(0.7837105 -0.6211262 0.6211262 0.7837105 -446.1720581 3186.3771973),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2827,4344.025879,2227.414307,9.9992886,4.9996815,matrix(0.7837192 -0.6211153 0.6211153 0.7837192 -444.4231873 3183.5336914),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2828,4378.727051,2236.967041,5.0020041,10.0000172,matrix(0.8270618 -0.562111 0.562111 0.8270618 -502.5527039 2850.4577637),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2829,4382.86377,2234.155518,4.9999566,9.9998522,matrix(0.8268952 -0.5623559 0.5623559 0.8268952 -500.0751343 2853.7438965),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2830,4386.999023,2231.344727,4.9992952,10.0000868,matrix(0.8271649 -0.5619592 0.5619592 0.8271649 -498.0752869 2853.2380371),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2831,4391.133301,2228.533936,5.0001879,10.0003681,matrix(0.8269522 -0.5622723 0.5622723 0.8269522 -495.5455933 2856.9265137),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2832,3121.734375,2406.968262,5.0011864,9.999856,matrix(0.5125479 -0.8586587 0.8586587 0.5125479 -548.142395 3858.3703613),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2833,3124.297119,2402.673584,5.0006838,10.0002403,matrix(0.5123264 -0.8587908 0.8587908 0.5123264 -542.831543 3859.4238281),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2834,3126.859863,2398.379883,4.9990263,10.0002832,matrix(0.5124207 -0.8587346 0.8587346 0.5124207 -538.0545654 3859.1274414),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2835,3129.420898,2394.08667,5.0005317,9.999794,matrix(0.5123407 -0.8587823 0.8587823 0.5123407 -532.9824829 3859.5754395),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2836,3145.21167,2445.572998,5.0011826,9.999918,matrix(0.5656935 -0.8246156 0.8246156 0.5656935 -653.7086792 3659.9523926),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2837,3148.040039,2441.448486,5.0007105,10.0000954,matrix(0.5654215 -0.8248022 0.8248022 0.5654215 -648.6786499 3661.746582),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2838,3150.868652,2437.324951,4.9991465,10.0000973,matrix(0.5656551 -0.8246419 0.8246419 0.5656551 -644.394104 3661.2111816),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2839,3153.695557,2433.20166,5.0006142,9.9996376,matrix(0.5653962 -0.8248194 0.8248194 0.5653962 -639.3813477 3662.9433594),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2840,3157.365967,2427.453613,5.0011511,9.9999895,matrix(0.5226455 -0.8525501 0.8525501 0.5226455 -565.4120483 3855.0869141),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2841,3159.979004,2423.189209,5.0008335,10.0004816,matrix(0.5223519 -0.85273 0.85273 0.5223519 -560.0376587 3856.5612793),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2842,3162.591797,2418.925537,4.999126,10.0004778,matrix(0.5224706 -0.8526573 0.8526573 0.5224706 -555.3538818 3856.2341309),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2843,3165.203369,2414.662598,5.0006261,9.9999857,matrix(0.5223904 -0.8527064 0.8527064 0.5223904 -550.3363037 3856.7753906),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2844,3293.510254,2430.895996,10.0003996,5,,Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2845,3296.423096,2440.39624,10.0007448,4.9998145,matrix(0.3899186 -0.9208493 0.9208493 0.3899186 -235.4021454 4530.4794922),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2846,3283.510254,2430.895996,10,5,,Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2847,3291.740479,2445.688232,4.9999843,9.9999533,matrix(0.6623101 -0.7492298 0.7492298 0.6623101 -723.6967773 3295.7163086),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2848,3273.509766,2430.895996,10.0004997,5,,Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2849,3275.217041,2436.776856,4.9998798,10.0005751,matrix(0.2628771 -0.9648293 0.9648293 0.2628771 60.1819305 4962.3271484),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2850,4019.229248,2535.875,10.0009212,4.9998703,matrix(0.9873085 -0.1588142 0.1588142 0.9873085 -352.056488 671.3208008),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2851,4038.536865,2552.703125,10.0016928,5.0004077,matrix(0.9850518 -0.1722586 0.1722586 0.9850518 -379.7119141 734.7297974),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2852,4026.838379,2579.147217,10.0016232,5.0005727,matrix(0.9998869 -0.0150398 0.0150398 0.9998869 -38.3714523 60.9300613),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2853,4034.720703,2533.402588,9.9996834,4.9997225,matrix(0.9763407 -0.2162379 0.2162379 0.9763407 -452.78125 933.538269),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2854,4029.377441,2515.0896,10.0011587,4.9993119,matrix(0.9533023 -0.3020177 0.3020177 0.9533023 -571.9605103 1336.0194092),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2855,3381.314697,2508.619629,9.9995842,4.9994502,matrix(0.8905656 -0.4548547 0.4548547 0.8905656 -771.6154175 1815.0838623),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2856,3992.730469,2459.27417,10.0009871,4.9996924,matrix(0.7035365 -0.7106591 0.7106591 0.7035365 -564.3009033 3570.8498535),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2857,3984.870361,2437.313477,10.0023136,4.9996367,matrix(0.9910108 -0.1337815 0.1337815 0.9910108 -290.5362854 555.7026978),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2858,3372.408936,2513.167969,10.0001154,4.9999228,matrix(0.890623 -0.4547424 0.4547424 0.890623 -774.5700073 1811.0072021),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2859,3363.503174,2517.716309,9.9998798,4.9999166,matrix(0.8905666 -0.4548528 0.4548528 0.8905666 -777.7007446 1807.9686279),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2860,3334.337158,2455.398926,4.999332,10.0007582,matrix(0.7174907 -0.6965681 0.6965681 0.7174907 -771.1482544 3019.4196777),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2861,3341.30249,2462.573242,5.0000029,10.0024862,matrix(0.717431 -0.6966295 0.6966295 0.717431 -774.1304321 3026.6516113),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2862,3363.157959,2461.182861,5.0013027,10.0005598,matrix(0.9970052 -0.0773342 0.0773342 0.9970052 -180.6409149 267.6661682),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2863,3352.37207,2453.034424,4.9996471,10.0006294,matrix(0.0320518 -0.9994862 0.9994862 0.0320518 790.5704346 5732.3984375),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2864,3349.058838,2445.428711,10.0006695,4.9996071,matrix(0.9987773 -0.0494367 0.0494367 0.9987773 -116.9163513 168.806778),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2865,3364.936523,2446.069092,4.999403,10.0010929,matrix(0.5003973 -0.8657959 0.8657959 0.5003973 -439.745697 4140.0737305),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2866,3324.062012,2446.886475,4.999732,10.0006819,matrix(0.4737896 -0.8806381 0.8806381 0.4737896 -408.7535095 4219.7050781),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2867,3312.395508,2442.929199,5.0000486,10.0002604,matrix(0.1328516 -0.991136 0.991136 0.1328516 448.2755127 5408.2299805),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2868,3353.345703,2468.739502,4.9996495,10.0006723,matrix(0.0320318 -0.9994869 0.9994869 0.0320318 775.8814697 5748.625),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2869,3348.267822,2478.60376,4.9995294,10.0001593,matrix(0.2569264 -0.966431 0.966431 0.2569264 89.6353073 5083.7861328),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2870,3360.019043,2480.293457,10.0009327,4.9995775,matrix(0.9402989 -0.3403499 0.3403499 0.9402989 -644.1229858 1293.5096436),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2871,3370.101318,2470.859619,10.0012836,4.9993753,matrix(0.3612186 -0.9324812 0.9324812 0.3612186 -150.4087219 4727.1547852),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2872,3631.488281,2414.052979,4.9999137,9.9999094,matrix(0.9465118 -0.3226692 0.3226692 0.9465118 -586.1783447 1301.9667969),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2873,3634.715332,2423.517822,5.0000768,10.0006695,matrix(0.9464808 -0.3227603 0.3227603 0.9464808 -589.1681519 1303.9210205),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2874,3637.942383,2432.98169,4.9999623,10.001955,matrix(0.9464808 -0.3227603 0.3227603 0.9464808 -592.0501709 1305.4691162),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2875,3613.781006,2374.186035,4.9997067,10.0002298,matrix(0.913139 -0.4076483 0.4076483 0.913139 -655.7573853 1680.8289795),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2876,3617.856934,2383.317627,4.9998183,10.0004711,matrix(0.9131438 -0.4076377 0.4076377 0.9131438 -659.1178589 1683.234375),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2877,3621.932861,2392.447998,4.9997182,10.0020161,matrix(0.913143 -0.4076392 0.4076392 0.913143 -662.4871826 1685.6959229),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2878,3434.623535,2696.035889,4.999608,10.0002575,matrix(0.3375653 -0.9413021 0.9413021 0.3375653 -265.6213074 5024.6313477),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2879,3444.035645,2699.41333,5.0003142,10.0000782,matrix(0.3376676 -0.9412654 0.9412654 0.3376676 -262.8184814 5035.3256836),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2880,3453.448242,2702.789551,4.9993954,10.0020828,matrix(0.337682 -0.9412603 0.9412603 0.337682 -259.7991638 5046.3647461),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2881,3597.546631,2413.338867,4.99964,10.0001974,matrix(0.9354186 -0.3535421 0.3535421 0.9354186 -622.4886475 1428.947876),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2882,3601.081299,2422.693359,5.0001493,10.0002728,matrix(0.9354161 -0.3535488 0.3535488 0.9354161 -625.574707 1430.831665),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2883,3604.616455,2432.046143,4.9997106,10.002141,matrix(0.9354227 -0.3535313 0.3535313 0.9354227 -628.6345825 1432.6062012),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2884,3614.583252,2468.009033,4.9998593,9.999999,matrix(0.9737624 -0.2275672 0.2275672 0.9737624 -467.8721008 888.0154419),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2885,3616.858154,2477.746826,5.0003924,10.0007915,matrix(0.9737724 -0.2275242 0.2275242 0.9737724 -469.9580994 888.6080933),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2886,3619.133057,2487.483643,4.9998598,10.0016842,matrix(0.9737724 -0.2275242 0.2275242 0.9737724 -472.1138916 889.3810425),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2887,3025.381836,2539.167969,4.9992189,10.0005989,matrix(0.282749 -0.9591939 0.9591939 0.282749 -268.599884 4729.1328125),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2888,3034.973389,2541.99707,4.9999595,10.0000858,matrix(0.2827806 -0.9591846 0.9591846 0.2827806 -264.5057068 4740.253418),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2889,3044.564209,2544.825195,4.9994125,10.0019016,matrix(0.2827532 -0.9591927 0.9591927 0.2827532 -260.2778625 4751.5761719),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2890,3653.705078,2494.971191,5.0004463,9.9997644,matrix(0.9968904 -0.0788008 0.0788008 0.9968904 -185.6303558 295.8859253),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2891,3654.493652,2504.939697,4.9999719,10.0011759,matrix(0.9968916 -0.0787851 0.0787851 0.9968916 -186.3786163 295.9184875),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2892,3655.280762,2514.907715,5.000936,10.0015497,matrix(0.9968995 -0.0786858 0.0786858 0.9968995 -186.9398346 295.6283264),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2893,3642.561768,2448.577393,5.0002284,10.0005054,matrix(0.9673331 -0.2535089 0.2535089 0.9673331 -502.9306641 1004.2063599),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2894,3645.096924,2458.251221,5.0003023,10.0002861,matrix(0.9673386 -0.253488 0.253488 0.9673386 -505.2687378 1005.0753784),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2895,3647.631592,2467.922852,5.0002894,10.0021734,matrix(0.9673334 -0.2535078 0.2535078 0.9673334 -507.6678772 1006.1189575),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2896,4802.808106,1944.444214,9.999383,5.0002952,matrix(0.9768493 -0.2139284 0.2139284 0.9768493 -305.2027893 1073.5998535),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2897,4818.129395,1946.165283,10.0007153,5.0002012,matrix(0.9767938 -0.2141817 0.2141817 0.9767938 -305.4421387 1078.2474365),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2898,4816.008301,1935.679199,10.0019989,5.0007939,matrix(0.9589441 -0.2835953 0.2835953 0.9589441 -351.7275391 1446.7891846),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2899,4756.600586,1808.068237,4.9992847,10.0005665,matrix(0.8126193 -0.5827949 0.5827949 0.8126193 -164.8834991 3113.3132324),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2900,4828.962402,1913.226685,9.9998951,5.0000167,matrix(0.9192932 -0.3935735 0.3935735 0.9192932 -363.8453674 2057.1315918),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2901,4774.987305,1813.358032,10.0015717,5.0002394,matrix(0.813345 -0.5817816 0.5817816 0.813345 -164.2244568 3119.8481445),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2902,4352.705078,2253.180908,9.9998674,4.9996281,matrix(0.763189 -0.6461753 0.6461753 0.763189 -425.6127319 3350.0114746),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2903,4345.069336,2259.639893,10.0011091,4.9997487,matrix(0.7634045 -0.6459208 0.6459208 0.7634045 -431.9559326 3345.0126953),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2904,4753.722656,1833.681397,10.0000753,4.9999547,matrix(0.8788739 -0.477054 0.477054 0.8788739 -299.5525208 2492.5771484),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2905,4758.325195,1841.883301,10.0008802,4.9995461,matrix(0.8788443 -0.4771087 0.4771087 0.8788443 -302.867157 2496.0812988),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2906,4762.948731,1850.320923,10.0019627,4.9994645,matrix(0.8788912 -0.4770222 0.4770222 0.8788912 -306.3960876 2498.810791),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2907,4783.800781,1904.099243,4.999979,10.0007982,matrix(0.8641849 -0.5031745 0.5031745 0.8641849 -310.5580139 2667.6291504),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2908,4786.810547,1918.957886,5.000329,10.0007486,matrix(0.8642691 -0.5030298 0.5030298 0.8642691 -317.7506714 2670.3068848),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2909,4796.129395,1913.145508,4.9998455,10.0016632,matrix(0.864162 -0.5032138 0.5032138 0.864162 -313.4012451 2675.293457),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2910,4810.240234,1906.609619,10.0005093,5.0003304,matrix(0.9049347 -0.4255504 0.4255504 0.9049347 -354.6603088 2230.6174316),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2911,4810.437012,1916.519653,10.0009909,4.998899,matrix(0.936255 -0.3513212 0.3513212 0.936255 -367.2319946 1814.0932617),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2912,4817.671875,1924.753296,10.002265,5.001235,matrix(0.938256 -0.3459417 0.3459417 0.938256 -368.9464111 1787.3599854),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2913,4794.150879,1862.048096,5.0005331,10.0002708,matrix(0.8966992 -0.4426403 0.4426403 0.8966992 -330.9331665 2316.0585938),Entertainment_District_Medium_1_,Medium_Land
Medium_Land_2914,4798.580078,1871.014038,5.0002394,9.9997663,matrix(0.896611 -0.4428191 0.4428191 0.896611 -334.3557739 2319.9697266),Entertainment_District_Medium_1_,Medium_Land
